serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
94468,IST,321.68,1618647600,244753286533,760859508,26,International School TC,IST,Free Education Courses,100000
94469,TCC,309.9,1618647600,1557668244412,5026357678,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
94470,THS,318.92,1618647600,2520784277559,7904127297,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
94891,YAZ,36.38,1618648500,1998928091513,54945796908,8,Yazoo,YAZ,Free Banner Advertising,1000000
94892,TCM,317.84,1618648500,575695776632,1811275411,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
94893,MCS,583.12,1618648500,10773251314591,18475187465,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
94894,GRN,219.15,1618648500,1684819998913,7687976267,6,Grain,GRN,"$4,000,000 every month",500000
94895,SYM,758.87,1618648500,9776587553260,12883086106,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
94896,LSC,381.21,1618648500,3580755454405,9393130963,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
94897,PRN,485.31,1618648500,7553623794622,15564533586,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
94898,TGP,87.08,1618648500,1499425056340,17218937257,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
94899,EVL,372.08,1618648500,1983708083694,5331402074,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
94900,IOU,142.01,1618648500,3910308388239,27535443900,5,Insured On Us,IOU,"$12,000,000 every month",3000000
94901,MSG,143.12,1618648500,3790627014444,26485655495,11,Messaging Inc.,MSG,Free Classified Advertising,300000
94902,TMI,151.33,1618648500,5417577107108,35799756209,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
94903,IST,321.81,1618648500,244852198269,760859508,26,International School TC,IST,Free Education Courses,100000
94904,BAG,406.85,1618648500,2892033026253,7108352037,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
94905,TSB,810.39,1618648500,9023600096979,11134885792,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
94906,SYS,477.85,1618648500,2736434139025,5726554649,3,Syscore MFG,SYS,an Advanced Firewall,3000000
94907,LAG,296.26,1618648500,1803776282927,6088490795,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
94908,CNC,648.53,1618648500,4115269432863,6345534413,10,Crude & Co,CNC,"$80,000,000 every month",7500000
94909,EWM,270.64,1618648500,1671249045081,6175173829,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
94910,HRG,206.75,1618648500,9113723325225,44080886700,22,Home Retail Group,HRG,1x Random Property,10000000
94911,TCT,228.93,1618648500,429385448055,1875618958,9,The Torn City Times,TCT,"$1,000,000 every month",100000
94912,FHG,566.69,1618648500,21784991542629,38442519795,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
94913,WLT,432.52,1618648500,10916249332297,25238715741,30,Wind Lines Travel,WLT,Private Jet Access,9000000
94914,TCB,878.54,1618648500,9095942151406,10353475256,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
94915,TCP,279.87,1618648500,1210277608106,4324427799,13,TC Media Productions,TCP,a Company Sales Boost,1000000
94916,TCC,310.17,1618648500,1559025360985,5026357678,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
94917,THS,318.7,1618648500,2519088649014,7904263097,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
94918,WSU,65.35,1618648500,1606959721624,24590049298,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
94919,IIL,87.13,1618648500,1427512609258,16383709506,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
94920,ELT,188.71,1618648500,916305886160,4855629729,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
95341,TCT,229,1618649400,428489694931,1871134039,9,The Torn City Times,TCT,"$1,000,000 every month",100000
95342,MSG,142.97,1618649400,3519163935933,24614701937,11,Messaging Inc.,MSG,Free Classified Advertising,300000
95343,IIL,87.06,1618649400,1426365749592,16383709506,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
95344,SYM,758.33,1618649400,9766444815792,12878884939,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
95345,PRN,483.84,1618649400,7520018255124,15542365772,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
95346,TCC,309.83,1618649400,1557341616129,5026439067,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
95347,TSB,810.73,1618649400,9029819157507,11137887037,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
95348,YAZ,36.31,1618649400,1997134371114,55002323633,8,Yazoo,YAZ,Free Banner Advertising,1000000
95349,EWM,271.61,1618649400,1677510573695,6176173829,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
95350,IOU,142,1618649400,3911646536632,27546806596,5,Insured On Us,IOU,"$12,000,000 every month",3000000
95351,FHG,567.57,1618649400,21936690401417,38650193635,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
95352,TCM,317.63,1618649400,575298452118,1811222026,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
95353,MCS,585.8,1618649400,10818874798624,18468546942,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
95354,LAG,296.14,1618649400,1798005797149,6071472267,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
95355,GRN,219.12,1618649400,1682549567601,7678667249,6,Grain,GRN,"$4,000,000 every month",500000
95356,IST,320.89,1618649400,244120768003,760761532,26,International School TC,IST,Free Education Courses,100000
95357,EVL,372.95,1618649400,2040083343639,5470125603,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
95358,WLT,432.11,1618649400,10897947499021,25220308484,30,Wind Lines Travel,WLT,Private Jet Access,9000000
95359,TCB,878.64,1618649400,9098304041487,10354985024,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
95360,WSU,65.33,1618649400,1606687477064,24593410027,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
95361,SYS,477.79,1618649400,2736090545746,5726554649,3,Syscore MFG,SYS,an Advanced Firewall,3000000
95362,BAG,407.09,1618649400,2882618423351,7081034718,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
95363,HRG,206.57,1618649400,9107984694990,44091517137,22,Home Retail Group,HRG,1x Random Property,10000000
95364,TGP,87.5,1618649400,1628837578550,18615286612,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
95365,THS,317.78,1618649400,2511914920985,7904572097,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
95366,LSC,380.99,1618649400,3582417234676,9402916703,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
95367,TCP,279.72,1618649400,1211517152957,4331178153,13,TC Media Productions,TCP,a Company Sales Boost,1000000
95368,ELT,188.56,1618649400,915466546988,4855041085,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
95369,CNC,651.26,1618649400,4132592774373,6345534463,10,Crude & Co,CNC,"$80,000,000 every month",7500000
95370,TMI,151.35,1618649400,5420111712330,35811772133,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
95791,SYS,479.01,1618650300,2743076942897,5726554650,3,Syscore MFG,SYS,an Advanced Firewall,3000000
95792,SYM,758.29,1618650300,9765414661674,12878205781,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
95793,TCM,318.04,1618650300,576041053467,1811222027,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
95794,TGP,87.5,1618650300,1673534850575,19126112578,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
95795,THS,318.84,1618650300,2520341593726,7904722098,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
95796,TCP,279.99,1618650300,1211074849782,4325421800,13,TC Media Productions,TCP,a Company Sales Boost,1000000
95797,HRG,206.73,1618650300,9115039354684,44091517219,22,Home Retail Group,HRG,1x Random Property,10000000
95798,IST,320.3,1618650300,243671949128,760761627,26,International School TC,IST,Free Education Courses,100000
95799,WLT,434.73,1618650300,10967204645039,25227623226,30,Wind Lines Travel,WLT,Private Jet Access,9000000
95800,TCC,309.74,1618650300,1556888927182,5026438068,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
95801,TSB,810.44,1618650300,9026831492637,11138186038,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
95802,TCT,229.39,1618650300,429206362206,1871077040,9,The Torn City Times,TCT,"$1,000,000 every month",100000
95803,FHG,568.05,1618650300,21968824519873,38674103547,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
95804,EVL,373.52,1618650300,2000318179153,5355317464,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
95805,TCB,877.89,1618650300,9090537642943,10354984842,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
95806,MSG,143.12,1618650300,3448414686799,24094568801,11,Messaging Inc.,MSG,Free Classified Advertising,300000
95807,LSC,382.02,1618650300,3592190684150,9403148223,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
95808,ELT,188.87,1618650300,916971609913,4855041086,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
95809,GRN,219.56,1618650300,1686940864585,7683279580,6,Grain,GRN,"$4,000,000 every month",500000
95810,IIL,87.18,1618650300,1428400231120,16384494507,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
95811,EWM,271.35,1618650300,1675633418771,6175173830,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
95812,MCS,585.77,1618650300,10818137303654,18468233784,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
95813,LAG,296.48,1618650300,1799847738017,6070722268,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
95814,IOU,142,1618650300,3912668257446,27554001813,5,Insured On Us,IOU,"$12,000,000 every month",3000000
95815,WSU,65.36,1618650300,1607428340892,24593456868,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
95816,YAZ,36.36,1618650300,1999884487332,55002323634,8,Yazoo,YAZ,Free Banner Advertising,1000000
95817,CNC,651.7,1618650300,4132050592424,6340418279,10,Crude & Co,CNC,"$80,000,000 every month",7500000
95818,TMI,151.38,1618650300,5421183050912,35811752219,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
95819,PRN,484.74,1618650300,7536000989078,15546480565,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
95820,BAG,408.38,1618650300,2942446595233,7205168214,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
96241,WSU,65.24,1618651200,1604560950269,24594741727,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
96242,TSB,810.5,1618651200,9029928671558,11141182815,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
96243,THS,318.11,1618651200,2520033748375,7921894151,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
96244,BAG,408.23,1618651200,2890852775938,7081431487,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
96245,TCB,879.05,1618651200,9102397707483,10354812249,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
96246,SYS,479.93,1618651200,2748345471080,5726554854,3,Syscore MFG,SYS,an Advanced Firewall,3000000
96247,TCP,279.92,1618651200,1210797263056,4325511800,13,TC Media Productions,TCP,a Company Sales Boost,1000000
96248,WLT,435.11,1618651200,11008937168305,25301503455,30,Wind Lines Travel,WLT,Private Jet Access,9000000
96249,LAG,297.07,1618651200,1803429315620,6070721768,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
96250,TMI,151.45,1618651200,5421664787002,35798380898,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
96251,IOU,142.1,1618651200,3909841563932,27514718958,5,Insured On Us,IOU,"$12,000,000 every month",3000000
96252,IIL,87.25,1618651200,1429895759393,16388490079,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
96253,SYM,758.86,1618651200,9764202968727,12866935889,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
96254,MCS,585.77,1618651200,10817786997378,18467635757,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
96255,YAZ,36.37,1618651200,2000475624235,55003454062,8,Yazoo,YAZ,Free Banner Advertising,1000000
96256,TCT,229.42,1618651200,429268115995,1871101543,9,The Torn City Times,TCT,"$1,000,000 every month",100000
96257,IST,321.01,1618651200,244167811690,760623693,26,International School TC,IST,Free Education Courses,100000
96258,EVL,374.07,1618651200,2001030060218,5349346540,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
96259,GRN,219.51,1618651200,1685775936243,7679722729,6,Grain,GRN,"$4,000,000 every month",500000
96260,LSC,383.82,1618651200,3603197927922,9387728435,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
96261,MSG,142.85,1618651200,3463378157290,24244859344,11,Messaging Inc.,MSG,Free Classified Advertising,300000
96262,EWM,271.61,1618651200,1677238991127,6175173930,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
96263,PRN,484.74,1618651200,7543400315411,15561745091,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
96264,TCM,317.38,1618651200,574845678667,1811222127,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
96265,ELT,189.26,1618651200,918864026679,4855035542,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
96266,HRG,206.79,1618651200,9135139974108,44175927144,22,Home Retail Group,HRG,1x Random Property,10000000
96267,TGP,87.63,1618651200,1510434454515,17236499538,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
96268,TCC,309.45,1618651200,1555431291088,5026438168,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
96269,CNC,650.69,1618651200,4120656066807,6332748416,10,Crude & Co,CNC,"$80,000,000 every month",7500000
96270,FHG,565.16,1618651200,22007604474342,38940484950,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
96691,LAG,297.27,1618652100,1805208916266,6072623932,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
96692,TCM,317.58,1618652100,575207923093,1811222127,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
96693,TGP,87.53,1618652100,1507712226871,17225091133,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
96694,TCB,879.67,1618652100,9107497190291,10353311117,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
96695,THS,317.97,1618652100,2518924683193,7921894151,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
96696,HRG,206.6,1618652100,9227959147909,44665823562,22,Home Retail Group,HRG,1x Random Property,10000000
96697,TCT,230.24,1618652100,431033231867,1872104030,9,The Torn City Times,TCT,"$1,000,000 every month",100000
96698,MSG,143.07,1618652100,3468603244359,24244099003,11,Messaging Inc.,MSG,Free Classified Advertising,300000
96699,ELT,190.33,1618652100,924058816689,4855035027,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
96700,SYS,478.47,1618652100,2739984222523,5726553854,3,Syscore MFG,SYS,an Advanced Firewall,3000000
96701,CNC,648.91,1618652100,4134259636300,6371083257,10,Crude & Co,CNC,"$80,000,000 every month",7500000
96702,YAZ,36.43,1618652100,2003775831479,55003454062,8,Yazoo,YAZ,Free Banner Advertising,1000000
96703,IIL,87.29,1618652100,1430551171553,16388488619,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
96704,FHG,566.2,1618652100,22205620481447,39218686827,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
96705,SYM,758.49,1618652100,9756422477788,12862954657,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
96706,LSC,382.82,1618652100,3493980311690,9126953429,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
96707,TSB,810.14,1618652100,9028233821317,11144041550,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
96708,IOU,142.33,1618652100,3916376043132,27516166958,5,Insured On Us,IOU,"$12,000,000 every month",3000000
96709,GRN,219.46,1618652100,1685510389376,7680262414,6,Grain,GRN,"$4,000,000 every month",500000
96710,EVL,375.82,1618652100,2012016655514,5353671054,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
96711,IST,321.4,1618652100,244461661321,760615001,26,International School TC,IST,Free Education Courses,100000
96712,MCS,582.1,1618652100,10750018180790,18467648481,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
96713,WLT,433.55,1618652100,10972994483564,25309640142,30,Wind Lines Travel,WLT,Private Jet Access,9000000
96714,TCC,309.02,1618652100,1555587572675,5033938168,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
96715,TMI,151.39,1618652100,5420728109061,35806381591,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
96716,PRN,483.55,1618652100,7532812943650,15578146921,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
96717,EWM,271.22,1618652100,1674830673295,6175173930,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
96718,TCP,279.48,1618652100,1208894037864,4325511800,13,TC Media Productions,TCP,a Company Sales Boost,1000000
96719,WSU,65.42,1618652100,1608971192868,24594484758,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
96720,BAG,408.14,1618652100,2910235345905,7130483035,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
97141,EWM,270.94,1618653000,1673101744079,6175174371,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
97142,TCM,316.52,1618653000,572971409200,1810221816,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
97143,EVL,378.12,1618653000,2026266789120,5358792947,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
97144,TCB,880.05,1618653000,9111432393690,10353312191,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
97145,YAZ,36.41,1618653000,2002675762434,55003454063,8,Yazoo,YAZ,Free Banner Advertising,1000000
97146,IOU,142.16,1618653000,3911811238168,27516961439,5,Insured On Us,IOU,"$12,000,000 every month",3000000
97147,MCS,584.55,1618653000,10793503132798,18464636272,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
97148,CNC,650.03,1618653000,3918096066407,6027561907,10,Crude & Co,CNC,"$80,000,000 every month",7500000
97149,LSC,382.17,1618653000,3488009574961,9126853429,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
97150,LAG,297.29,1618653000,1805058155453,6071708283,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
97151,THS,318.18,1618653000,2523556320641,7931222329,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
97152,SYS,478.69,1618653000,2742375882358,5728918261,3,Syscore MFG,SYS,an Advanced Firewall,3000000
97153,TMI,151,1618653000,5404958575301,35794427651,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
97154,TCP,279.56,1618653000,1209240078808,4325511800,13,TC Media Productions,TCP,a Company Sales Boost,1000000
97155,IIL,87.23,1618653000,1429562628435,16388428619,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
97156,TCC,308.77,1618653000,1554329119010,5033938268,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
97157,TSB,809.91,1618653000,9025670541927,11144041365,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
97158,TCT,231.64,1618653000,435870812478,1881673340,9,The Torn City Times,TCT,"$1,000,000 every month",100000
97159,PRN,485.3,1618653000,7558471067677,15574842505,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
97160,ELT,190,1618653000,924064117830,4863495357,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
97161,HRG,205.9,1618653000,9201109799784,44687274404,22,Home Retail Group,HRG,1x Random Property,10000000
97162,MSG,142.93,1618653000,3465209070499,24244099003,11,Messaging Inc.,MSG,Free Classified Advertising,300000
97163,SYM,756.12,1618653000,9721267135608,12856778204,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
97164,GRN,219.15,1618653000,1683248048235,7680803323,6,Grain,GRN,"$4,000,000 every month",500000
97165,WSU,65.5,1618653000,1611007362375,24595532250,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
97166,IST,321.41,1618653000,244469267471,760615001,26,International School TC,IST,Free Education Courses,100000
97167,BAG,407.6,1618653000,2906494401480,7130751721,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
97168,WLT,433.33,1618653000,10967465343366,25309730098,30,Wind Lines Travel,WLT,Private Jet Access,9000000
97169,FHG,564.98,1618653000,22155773236233,39215146087,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
97170,TGP,87.88,1618653000,1513736263248,17225037133,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
97591,YAZ,36.41,1618653900,2002682858706,55003648962,8,Yazoo,YAZ,Free Banner Advertising,1000000
97592,LSC,381.77,1618653900,3231018524340,8463259356,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
97593,IST,321.03,1618653900,244148130771,760515001,26,International School TC,IST,Free Education Courses,100000
97594,IOU,142.18,1618653900,3943263558834,27734305520,5,Insured On Us,IOU,"$12,000,000 every month",3000000
97595,GRN,219.24,1618653900,1684268942832,7682306800,6,Grain,GRN,"$4,000,000 every month",500000
97596,CNC,648.61,1618653900,3909536928499,6027561907,10,Crude & Co,CNC,"$80,000,000 every month",7500000
97597,IIL,87.49,1618653900,1433823751461,16388430123,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
97598,PRN,486.35,1618653900,7569930897446,15564780297,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
97599,HRG,206.99,1618653900,9251977924832,44697704840,22,Home Retail Group,HRG,1x Random Property,10000000
97600,SYS,480.36,1618653900,2750271374623,5725437952,3,Syscore MFG,SYS,an Advanced Firewall,3000000
97601,LAG,297.3,1618653900,1805120355171,6071713270,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
97602,TMI,150.94,1618653900,5404622189642,35806427651,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
97603,TGP,88.01,1618653900,1515755489995,17222537098,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
97604,EVL,378.08,1618653900,2334043822575,6173412565,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
97605,MCS,585.26,1618653900,10982949450694,18765932151,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
97606,TCB,880.37,1618653900,9114747741672,10353314790,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
97607,THS,318.18,1618653900,2523556320641,7931222329,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
97608,SYM,755.6,1618653900,9710420848917,12851271637,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
97609,TSB,809.79,1618653900,9024333175984,11144041265,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
97610,MSG,143.17,1618653900,3454907881099,24131507167,11,Messaging Inc.,MSG,Free Classified Advertising,300000
97611,TCP,280.33,1618653900,1212289739725,4324509470,13,TC Media Productions,TCP,a Company Sales Boost,1000000
97612,FHG,564.2,1618653900,22133079608258,39229137909,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
97613,TCM,316.28,1618653900,572536955964,1810221816,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
97614,ELT,190.47,1618653900,924725827339,4854968380,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
97615,BAG,405.91,1618653900,2895958611919,7134484521,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
97616,WLT,433.38,1618653900,10969707454735,25311983605,30,Wind Lines Travel,WLT,Private Jet Access,9000000
97617,TCC,308.64,1618653900,1553674707036,5033938268,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
97618,TCT,232,1618653900,435721380104,1878109397,9,The Torn City Times,TCT,"$1,000,000 every month",100000
97619,EWM,270.47,1618653900,1669627572550,6173060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
97620,WSU,65.5,1618653900,1611040488214,24596037988,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
98041,YAZ,36.46,1618654800,2005432621865,55003637462,8,Yazoo,YAZ,Free Banner Advertising,1000000
98042,IST,320.76,1618654800,243941246620,760510184,26,International School TC,IST,Free Education Courses,100000
98043,EVL,378.39,1618654800,2335856994192,6173146738,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
98044,LAG,297.61,1618654800,1807002586285,6071713270,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
98045,IOU,142.3,1618654800,3946591030735,27734300989,5,Insured On Us,IOU,"$12,000,000 every month",3000000
98046,MSG,144.33,1618654800,3488024894063,24167012361,11,Messaging Inc.,MSG,Free Classified Advertising,300000
98047,EWM,270.25,1618654800,1667999249322,6172060127,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
98048,WSU,65.58,1618654800,1613073265174,24597030576,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
98049,TCT,232.56,1618654800,436916658329,1878726601,9,The Torn City Times,TCT,"$1,000,000 every month",100000
98050,FHG,565.99,1618654800,22203352457086,39229231006,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
98051,ELT,190.5,1618654800,924871476390,4854968380,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
98052,TSB,810.2,1618654800,9028920256612,11144063511,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
98053,IIL,87.55,1618654800,1434797341933,16388319154,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
98054,SYM,756.36,1618654800,9361602327876,12377177968,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
98055,PRN,487.59,1618654800,7589231225014,15564780297,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
98056,MCS,583.66,1618654800,10777941624322,18466130323,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
98057,TCC,308.19,1618654800,1551193701815,5033238268,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
98058,GRN,219.38,1618654800,1687781622263,7693416092,6,Grain,GRN,"$4,000,000 every month",500000
98059,THS,318.68,1618654800,2527493756351,7931133916,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
98060,CNC,648.88,1618654800,3911174841191,6027578044,10,Crude & Co,CNC,"$80,000,000 every month",7500000
98061,TMI,151.17,1618654800,5333870576267,35283922579,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
98062,WLT,432.5,1618654800,10950838333285,25319857418,30,Wind Lines Travel,WLT,Private Jet Access,9000000
98063,TGP,87.97,1618654800,1515066588511,17222537098,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
98064,BAG,405.22,1618654800,2885645215651,7121181619,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
98065,TCB,879.72,1618654800,9106330965321,10351396996,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
98066,SYS,481.56,1618654800,2757141900165,5725437952,3,Syscore MFG,SYS,an Advanced Firewall,3000000
98067,TCP,280.43,1618654800,1214653649493,4331396960,13,TC Media Productions,TCP,a Company Sales Boost,1000000
98068,LSC,383.08,1618654800,3245862900932,8473068030,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
98069,TCM,315.65,1618654800,569046495342,1802776795,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
98070,HRG,206.64,1618654800,9234150968120,44687141735,22,Home Retail Group,HRG,1x Random Property,10000000
98491,SYM,756.5,1618655700,9565306393949,12644159146,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
